ID,OrdID,OrdDate,ShipDate,ShipMode,CustID,CustName,Seg,Country,City,State,Region,ProdID,Cat,SubCat,ProdName,Sales,Qty,Profit,Ret,Pay,Ind1,Ind2
218,beb20a41-c1a7-426f-b8ad-300ff23763ca,2019-12-13,2020-05-30,Std,2fe4a352-2567-4019-a7c4-00db4e840aea,Cole Hernandez,Cons,US,Amyfort,South Dakota,North,2a9e2c07-c6db-4fd1-9b78-d418c1de1ae4,OffSup,Acc,Enter live may attention.,4085.73,4,7.27,,CC,,
219,fda244c7-444a-46f5-aeeb-74db9b41e986,2020-05-29,2020-09-30,Eco,cd5a69c8-2f2f-40d5-86f6-ce587c1c26d3,Diana Roberts,Corp,US,Garyborough,Colorado,North,b0fae9ee-5dbf-49c8-bea4-043379abaede,OffSup,Acc,Fish north civil simple left.,4056.0,4,-78.27,,PP,,
220,a8a3dfde-d807-4bff-b1af-c126084080cb,2023-07-24,2024-02-09,Exp,43d6cff2-d85e-4b4e-804a-14f18337c033,Jamie Callahan,Cons,US,Herreratown,Massachusetts,West,a18d425d-c77c-4f9e-8499-3e90c0e6960d,Furn,Fstnrs,Financial apply quality forward.,458.31,9,-23.03,,COD,,
221,e9ad1e4a-de33-4ddf-bd27-e98fc8aa62ca,2019-05-15,2019-07-16,Eco,517e3267-6faf-4c3c-8b76-7e608d627ced,Patrick Williams,Cons,US,Lake Ronaldside,South Dakota,North,abe68752-f1cf-439d-9ab0-3aacb4e56905,Furn,Bndrs,Here sometimes new thank call despite task.,2654.91,9,-87.91,,CC,,
222,3c0ed4c7-5ac5-454e-88de-78aa6622b2d5,2019-11-19,2020-02-18,Std,3eee47ff-2258-47a9-baaf-cd9b5e892d52,Anthony Taylor,Cons,US,Sweeneyfort,Delaware,West,3b92604a-faa6-4fd3-87de-c0a1dc105720,Tech,Bndrs,You small mouth try sure push.,4938.37,3,47.06,1.0,CC,,
223,529b5fe9-3024-425b-b2e1-b96bdcb69365,2021-05-04,2022-02-02,Std,65d8818d-cac3-43dc-b4f7-04af4fea477b,Corey Hooper,HO,US,West Danielbury,Illinois,West,7022db41-087b-461d-9e2a-9eaf56baee00,OffSup,Acc,Almost floor quite.,2157.84,5,99.85,,PP,,
224,a02145fc-cbe5-4efb-ac5f-78fb660591d5,2020-09-12,2020-10-20,Exp,3e1f74bd-29ce-4def-b552-c8f8c8ab7fc3,Tracey Kelly,Cons,US,Lake Taylorshire,Montana,East,b0d38ddb-93bf-4c60-8e86-597b7999af66,Furn,Fstnrs,Page civil conference night fire.,594.79,9,98.45,1.0,CC,,
225,8378e460-1527-41da-8520-db77b0093d4f,2023-07-09,2024-04-09,Std,a338d841-2448-41ff-8da1-7aecdde8fb87,Amber Blackburn,HO,US,Lake Theresa,Maryland,South,fdbad0b0-07c2-4955-856b-6b29baae3bac,Furn,Bkcs,Social next message condition just morning fly.,1089.08,8,-35.32,1.0,CC,,
226,8eefe03e-1467-4a4b-9564-2758cf270dad,2023-06-29,2024-02-12,Eco,e8226f9a-a21d-449b-9992-2b3522357954,Kelli Allen,HO,US,New Evantown,Georgia,West,5f73c210-2c63-431c-89bf-ac89b790ec76,Tech,Bkcs,Side across ever. Win local begin specific.,3014.48,4,1.79,1.0,CC,,
227,416139fa-7b3d-46b7-937f-e51b7ab49a36,2022-01-27,2022-03-01,Eco,49490a99-5148-4c39-ab69-7b28439ae7f0,Nathan Silva,HO,US,Elizabethchester,Indiana,North,96a1b291-9d2e-4822-9b2c-9a3b59b1805c,OffSup,Bkcs,Together half someone kind true.,4670.24,8,-42.59,,COD,,
228,13411e63-6807-461d-9258-cbcb144807ed,2024-02-16,2025-01-23,Eco,b42df718-2ac4-46be-957b-171452b9c6ea,Jessica Hayes,HO,US,Schwartzview,Nevada,West,5dc12ab6-b946-4157-af53-d730cf58397f,Furn,Fstnrs,Hit name open manager difficult.,271.58,5,-41.12,,COD,,
229,1b41f7e4-7ffd-44a6-aa80-c7702a1921de,2019-07-15,2019-11-26,Exp,ccf7fd65-1f13-460b-8c38-b6ec785ba784,Renee Stanton,HO,US,Francesville,New York,West,2b8206d9-73e8-4400-94f3-b8d64daf8de2,Furn,Fstnrs,Care try standard throw effect.,3841.19,6,64.66,,CC,,
230,b917078b-d55f-49d6-b2bc-d4b811c75b19,2019-08-02,2019-09-02,Exp,81051df5-4550-4ede-88ac-8dc2f11fc03d,Joseph Rodgers,Corp,US,West Scott,Arizona,West,dd2ba023-a15c-4f6d-bc49-054ad40f2887,Furn,Bkcs,Participant son kitchen interview carry effort.,3140.84,5,-26.51,1.0,COD,,
231,5dc40cd7-f122-43be-b4ec-5d9d0ba5633a,2019-05-14,2020-04-20,Std,15a2d171-6dca-46c9-ba8e-79540431845d,John Warner,Cons,US,Port Chadview,Arkansas,East,a379b1a7-3b43-41fb-86be-9a52a2bc43ab,Furn,Bndrs,View theory feel game account a station.,137.21,10,-96.58,,PP,,
232,2851f5c2-aa31-4364-8d28-c7b9af3887ff,2022-05-27,2023-04-11,Std,2f06cd1b-2325-45a8-addc-25f70d28b0d9,James Brown,Corp,US,Janicemouth,Arizona,North,b81116d1-5588-4b1e-9d4c-90299d819c8b,OffSup,Bkcs,Field fast another. Degree hand modern.,3622.09,5,87.46,,CC,,
233,11839036-4e22-46a5-a9ff-abf39e82184d,2023-01-07,2023-09-08,Exp,5ca7715f-a383-41cb-a6d4-f95598ca9f26,Trevor Lopez,Corp,US,Stevenschester,Missouri,South,7cbedb57-4bc5-45c1-9375-ee0ba390f878,OffSup,Phns,Total show painting now school worry.,1688.63,3,-55.61,1.0,COD,,
234,87fe73a7-cd3a-48f0-b84d-ecbe84a589e9,2021-09-20,2022-01-06,Eco,44dc725a-559e-4f73-ab02-f0f5e01c8c91,Deanna Harding,HO,US,Lake Ianstad,Utah,West,c09bedad-a9a2-43ac-872d-8d0f6f5ae4a9,Tech,Acc,Speak machine foot art year huge.,1708.22,3,87.39,,COD,,
235,0e53e12d-d4dd-4207-8c30-1074159c2f6d,2022-02-05,2022-06-14,Exp,7d2e2659-6af0-402a-8169-3ac88ac47e61,Victoria Humphrey,Cons,US,Port Nicole,Mississippi,West,8205cedb-0705-4479-b2ec-2659ada3c65c,Tech,Bkcs,Measure table traditional officer contain.,1740.29,8,-74.41,1.0,PP,,
236,fc2e44d7-a104-4197-a817-e0f4136d5412,2021-11-03,2022-01-31,Eco,d1ec5a30-f8bf-4bb7-bc24-fded3a2a93e0,John Schmidt,Cons,US,Port Sheenaside,Louisiana,West,b0dbda6e-7e24-4ed9-824b-c302bf089aa7,Furn,Phns,Turn debate artist positive type hot effect to.,4854.38,3,85.05,,COD,,
237,4733df7d-8958-4dfa-b170-e9d815145c0f,2023-07-03,2024-01-03,Eco,8e82c6a0-95ad-4fb0-9ac3-252003f6c889,Sarah Conrad,Corp,US,Edwardview,Connecticut,South,05725a5e-f91c-477c-adf4-d4ff81a9353a,OffSup,Phns,Or lose deep college art fish.,3000.97,7,-24.49,,PP,,
238,2c80cb5a-83bd-4b26-b501-a2c954b711c4,2020-08-10,2020-12-15,Eco,ef7c3a4a-b95f-4358-ac94-3bf6c6efda2c,Amanda Sanders,Cons,US,Stephaniemouth,Washington,North,79e00aa9-5369-41a3-833c-958510f594ff,Furn,Bndrs,People his week imagine.,895.88,6,21.78,,CC,,
239,65153d68-2ab7-4a22-84eb-abcad55d0865,2021-05-08,2021-11-29,Exp,8bfd7d01-6d52-432d-8d9b-184fcd7614df,Brianna Garcia,Cons,US,North Jenniferfort,California,East,aef91bcf-c46a-4287-91ee-095465e06f52,Furn,Phns,Gun respond happen major now.,4397.98,4,79.11,,PP,,
240,5c4606b9-0408-4954-b5ec-7cea18910ee1,2024-01-18,2024-12-02,Eco,2e6df7bb-02c7-4b01-b764-78b6b8c88e78,Valerie Schwartz,Cons,US,Lake Rhonda,Washington,East,64db1cf9-5020-4151-a107-cb0099f276b9,OffSup,Acc,Age head sing wide get traditional.,642.51,2,-77.35,1.0,COD,,
241,123e69a8-944d-47b6-b5f6-453c141aee29,2022-04-02,2022-06-19,Std,d45a5a52-c40a-4c09-a571-7c7103b322cc,John Mercer,HO,US,Port Tyler,Alabama,West,35425d5a-9650-40e8-8a0d-2314696c3509,Furn,Bkcs,Mean while read trial yourself.,507.33,8,32.23,1.0,PP,,
242,79dd5d0c-8491-43ce-b545-e27958f1d7f7,2022-03-06,2023-01-16,Eco,7f9fe8e3-efd7-4506-867c-3d9e091d6e9f,Martin Chang,Cons,US,Briannatown,Indiana,South,7b21935f-129b-4fd1-b93e-6c03636f24fa,OffSup,Fstnrs,Despite growth real final he.,572.83,3,-49.77,,COD,,
243,a22893d0-2c34-4122-a260-6545ce41b9d1,2022-01-30,2022-12-07,Exp,ee28ec69-43ec-4624-8569-66b20d39eb46,Eric Taylor,HO,US,Port Coreyview,Massachusetts,North,98c49263-b9a8-4ec8-bc71-37cac8fa7876,Tech,Acc,Wonder power agree report include.,3154.99,9,-17.37,1.0,CC,,
244,8a4b779f-49a2-419b-854a-8cd1df5e591e,2021-04-03,2021-08-12,Eco,9451d5f2-5892-41cc-b15f-d05c72b40734,Jason Stafford,Cons,US,Scottburgh,Oklahoma,North,8705b81b-09a9-4f1e-9325-77bb51c6b945,OffSup,Bkcs,Usually weight somebody machine.,1449.27,4,35.52,,COD,,
245,54926d5f-e9bd-45f3-9ad1-76487fe7c3a7,2023-10-31,2024-03-20,Std,865cba4a-f47f-4d53-8fb9-7717dae4325f,Theodore Lewis,Cons,US,East Maryberg,Louisiana,South,fe86ceb5-671e-47e3-99d4-1da3668198a6,OffSup,Acc,Measure quickly military article.,2610.22,2,-86.6,1.0,PP,,
246,c30f4a60-13e3-41ad-8e66-cbd4973cd53e,2022-02-27,2022-09-29,Exp,a1a54497-a1fe-4243-8f91-9e6a58e446b7,Derek Castillo,Cons,US,Carolynville,Arizona,West,cc8adc3e-0961-49f4-bbf1-2e7d367ff45e,OffSup,Phns,Will food woman baby personal.,151.52,1,42.3,,PP,,
247,a50264a1-b976-450c-b0e5-ac041629d112,2021-10-03,2022-03-28,Eco,0486aa63-9e54-4adb-a1cb-5f648c374b88,James Stephens,Cons,US,West Lisa,Montana,South,1c8f59e4-416f-4f26-adbf-071a8a0ba589,Furn,Fstnrs,Skill hour decide special world.,2659.55,5,84.86,,PP,,
248,ae8549a5-a94c-4cd5-82b9-3cb8d92e84d2,2020-10-01,2021-05-18,Exp,3aaae93e-bd60-4db9-a17e-bd878def9765,Joseph Spence,Corp,US,Shafferchester,Indiana,South,0d4bf07e-acfb-46c0-9794-af0bcd80bb95,Tech,Acc,Theory attorney education pay rock parent take.,3820.47,1,20.32,,CC,,
249,be69cc67-9036-4099-ab86-70992fd3643a,2021-08-22,2022-05-07,Std,be47372d-2d29-4633-a6d5-b2e5bc7832f5,Stacey Martinez,Cons,US,Port Williamtown,North Carolina,South,b7e94aea-49d0-4626-b219-53b15e4efa91,Furn,Bkcs,Else first various of education.,293.48,7,-9.79,1.0,PP,,
250,16f1ebfc-1c33-4801-9d6a-9c5296f105bd,2019-06-17,2019-12-13,Exp,551d362d-68ff-4635-90ae-f125f8551245,Mary Andrews,Corp,US,North Sarah,Florida,West,24461265-157a-46ec-b1f2-41280db977d3,OffSup,Bndrs,Prove sing edge agency resource price agency.,1873.83,8,-7.68,1.0,PP,,
251,13d88182-cfa5-4929-b0b7-9580b6bd86a5,2021-01-15,2021-07-30,Std,76a22c75-4626-4ab7-8a7d-a6595a940c94,Riley Moore,Corp,US,Lake Daniellestad,Nevada,East,1045ce7e-a42a-4520-9284-7c36f63360a8,OffSup,Bndrs,Sell stop turn professional fire receive.,699.47,3,-40.23,,PP,,
252,b5ca543c-e6db-4288-99ec-e2b70c98effc,2019-05-27,2019-10-12,Eco,edda605a-a9a0-4e3c-a3eb-533dde43a85d,Lisa Thompson,Corp,US,Ashleyberg,Oregon,East,32af7f80-ca36-40d8-8575-75c1e526f0f5,Furn,Bndrs,Not do church. Director stock lot.,2163.16,6,48.77,1.0,CC,,
253,511cc14b-1677-412d-a3dd-d778e4c3baa6,2021-01-17,2021-03-06,Std,bb456ac9-993c-4d14-9397-ef8d1abcc598,Christopher Phillips,Cons,US,Dudleyland,Massachusetts,South,eb89613c-8601-4d95-aa21-790c1e43ddee,OffSup,Acc,Its one reality sing inside personal pretty.,779.28,9,41.3,,COD,,
254,462af78b-6f2f-4aaa-ab3f-0f6d7c9733e3,2020-09-29,2021-06-26,Std,707f1509-443b-4aa3-8110-cceed5ed100e,Stephanie Phillips,Corp,US,East Steven,Florida,North,fc85567d-7ccc-4437-aec7-8c7a731304d0,OffSup,Fstnrs,About push character expert off.,4090.98,2,-83.32,1.0,PP,,
255,ac18a563-a2d1-4831-846c-c171402830d7,2020-01-26,2020-03-19,Eco,1b0ed9c9-2a8b-4eca-a401-649ed1802296,Alexa Wilkins,Cons,US,Brooksborough,Vermont,South,d5f43f24-83d7-4429-bcee-b2647cbe8390,OffSup,Bkcs,When relationship model.,2290.49,8,-60.35,,PP,,
256,e19331d5-dc7f-45f0-848f-fc52df3fa221,2019-08-03,2020-03-11,Exp,1a7fd0a4-c7d3-4e97-ba29-dee2586b1beb,Felicia Escobar,Cons,US,South Amyport,Wyoming,North,7c9178b7-b1db-403e-8630-df1808ab0211,Furn,Fstnrs,Positive picture thank hear.,4485.31,8,71.88,1.0,COD,,
257,a6ad3ffd-3705-4be1-b754-552c052f5321,2021-04-23,2022-03-05,Exp,479c6ee4-d1ca-4a85-ba77-e3921297973b,Elizabeth Lindsey,Cons,US,New Jaketon,Alaska,North,ecf9058e-f816-4f37-a895-75fc20a98ee0,Furn,Bndrs,Decision often age maintain.,4270.09,2,60.76,1.0,PP,,
258,f5e63050-662a-456c-9596-4aed95931126,2019-08-17,2020-04-15,Std,1a1bb0e2-349a-455a-87d0-a33a86771f2f,Andrea Sweeney,HO,US,Robertland,Oregon,West,a47f3c67-4a93-44cd-97aa-c386bc22b6c9,Furn,Bndrs,Task water especially interview mother.,2119.84,8,58.64,1.0,CC,,
259,29489dd2-9106-4c2d-a095-b8e88f4a0654,2020-06-05,2020-09-19,Std,da289e50-be22-4f9a-b90a-6ed7be40b41f,Vincent French,Corp,US,Cherryshire,Oklahoma,West,e4a50f75-8199-4870-a016-24fc27fd99fb,Furn,Bndrs,Water view interesting cold some movie.,833.92,9,-29.2,,CC,,
260,1191b14e-1fb5-4bc0-bea0-c3a12926eec8,2021-07-02,2021-08-20,Std,8e601e19-7aa7-4b40-85a2-6ae0890ee566,Casey Hensley,HO,US,West Stephenville,South Carolina,South,1e0f9f0c-e340-4485-8cb7-01e271568918,OffSup,Bkcs,Trade food outside way.,2441.31,2,-57.79,1.0,CC,,
261,be903c35-8745-4669-8684-9a2cbc7d818b,2022-08-02,2022-12-27,Exp,6fa042f3-d04b-4546-8c4f-3256b0831b98,Daniel Scott MD,HO,US,Victorfort,New Hampshire,North,ecf6759f-9c1a-45d1-a5cc-4c786c444d2d,Furn,Bkcs,Town political lose up politics couple test.,1096.76,4,75.73,,CC,,
262,83423898-220c-4f13-ae9b-26a6797cb7a9,2019-05-01,2020-02-26,Eco,fda82bd2-cda9-407d-a477-ccf9f0f5ea36,Christine Murphy,HO,US,Ochoastad,Texas,East,e4b3551a-7214-4ab8-ac58-101045806db0,Furn,Bndrs,Whole special much identify war up.,4972.89,5,-13.74,1.0,COD,,
263,45f1a097-12f7-4077-93d0-0983f12c9f2d,2021-07-21,2021-10-14,Exp,0addc7dd-83bc-41bc-a398-67b68ad6a06f,James Santiago,Cons,US,North Emmaport,Illinois,North,346a5493-1590-416d-a32a-93a96dbcdeb8,Tech,Acc,Discover wait approach table fall tree paper.,2294.28,1,11.06,,PP,,
264,58cdacef-8c73-4692-a0d0-bd3c41b2e51a,2023-01-15,2023-07-20,Eco,147a8c65-e8ed-47c7-8463-375607698164,Kylie Dixon,Cons,US,South Kenneth,Arkansas,North,1b82ba21-c05d-484c-b58f-3be935ba64bc,Furn,Fstnrs,Far according hair name.,4219.27,5,40.13,1.0,CC,,
265,a2348ba7-107f-4a71-8e20-212d32ccc0a3,2023-02-15,2023-09-03,Eco,50dce7fa-c58f-40f4-bb84-e7ded25bffe3,Brittney Conway,HO,US,Longburgh,West Virginia,North,ea19b3d1-241c-4f1d-bda3-fc514a2d40ff,Tech,Bkcs,Yeah begin tonight share activity.,900.19,6,-4.96,1.0,COD,,
266,3e402767-536d-49cb-b021-8be98722f66d,2023-06-02,2024-02-17,Eco,058a02b9-2f55-4171-b899-1f41a871cd50,Sean Garcia,HO,US,Lorifurt,Oklahoma,North,963ef6bb-ebde-4c4e-b36c-629eda5b42d8,Tech,Bndrs,Modern stage take say.,1279.69,8,19.69,1.0,PP,,
267,369d8f5b-cc8b-4cf1-97b6-61528d355e73,2019-04-16,2019-05-31,Std,15001e92-a055-4ed3-863d-73c34d17aaee,Shawn Jimenez,Cons,US,Leblancfort,Missouri,South,ab461fb0-09f2-4133-b1e8-cf98baaff6a1,Tech,Fstnrs,Magazine site then.,1639.38,1,59.52,1.0,CC,,
268,47275383-597e-4782-86d8-81568b6c9231,2019-03-26,2019-04-18,Eco,c2dc4ca3-830b-4823-909b-55d9d14470e8,Samuel Estes,Cons,US,North Thomas,New Hampshire,East,1ef372f0-89bb-40f1-b9a0-2a085cfd5f8a,Furn,Bndrs,Exactly become open term.,598.4,2,16.44,,CC,,
269,f79a255a-75be-47fb-8499-2e9a74871a8f,2022-02-20,2022-11-08,Exp,e7fe1883-3223-41e0-a6a3-bbec2f5c0187,Travis Lee,Cons,US,Randolphbury,Alaska,South,fa98e797-a9b8-4299-8e45-2d9a9e564d83,OffSup,Phns,When rather hear win firm lead yet able.,1735.43,10,-97.04,,PP,,
270,44a8c808-83bc-47cb-a37d-8e2a43cacd0d,2022-10-23,2023-08-01,Eco,d3859655-5faa-4442-93fc-674f8a60e732,Richard Jackson,Cons,US,Hughesport,Wyoming,South,985461e4-387f-41ec-874d-e9f38a22bd73,Furn,Bkcs,Way whatever provide particular.,4557.98,2,-14.53,1.0,PP,,
271,0327e68a-cd8d-4ea7-a105-9b83c008cb15,2022-01-10,2022-05-19,Std,1b09de58-1f8a-4ed4-bb83-a4652ce8d956,Lori Richards,Cons,US,Taylorport,Tennessee,East,f2fd219b-00d9-4322-80d5-0d20ed665ea9,OffSup,Fstnrs,Tell defense head three. Ask I scene.,4284.96,2,54.48,1.0,COD,,
272,037703c2-7173-4272-9917-dd22e2c3a1db,2020-01-01,2020-04-24,Std,39a138b7-88b2-41c7-a5fb-893eb90d8be5,Michael Harris,Cons,US,Lake Josefort,Louisiana,South,5266f3c9-f08d-459b-a9d1-9687258ccd7b,OffSup,Bkcs,Sport room space put.,4626.83,2,-54.32,,CC,,
273,44675c4c-1bad-4e9a-9a24-6afd94b13e0d,2023-05-27,2023-09-22,Std,16c887ba-8096-4759-b4b5-4425f9686226,Stephen Mckay,HO,US,Timothyhaven,Maryland,East,21af4f1c-c575-476f-aead-b1df2a59ddb1,Tech,Fstnrs,Vote forward seat practice foot key poor.,1874.93,7,-49.7,,PP,,
274,ba5055ce-b061-421f-aff9-205c080c9628,2023-03-03,2023-09-16,Std,aceaf62e-2318-429f-a620-67b24e61894e,Jason Carter,HO,US,Port Sean,Connecticut,North,73652e4c-4c7b-4da3-9f54-98e12cd0840e,Furn,Acc,Go ground scene several perform give.,811.59,9,-75.91,,PP,,
275,2d14bb46-adb6-4635-a5d8-534dae2bd852,2023-11-15,2024-03-25,Std,3864cdb6-6f6b-4936-8479-4c99c9f15be8,Virginia Murray,Cons,US,Haleymouth,North Carolina,South,cfbbbe26-9a8e-4681-9fe3-7006744de762,OffSup,Phns,Thank within necessary way training teach heart.,3114.94,8,-99.71,,PP,,
276,637c4311-d013-40ec-9203-676b9dd544f4,2021-07-04,2022-01-08,Std,c9825aa5-5beb-40d7-9a89-bff72ad979a7,Robert Miller,Corp,US,North Latoyafort,Mississippi,West,dd005318-52a6-441a-9cc1-ee02f92d6ffe,Tech,Fstnrs,Offer study letter current same.,4839.99,9,-63.47,,COD,,
277,88c13e24-d6c5-4537-9acc-d5e018c35cd1,2021-03-26,2022-02-20,Exp,87719168-f763-4532-baaf-3a727c07b47c,Michelle Salinas,Corp,US,Port Margaret,California,West,a46fcc2c-67fd-4f29-a74b-81a8fcd696d9,Tech,Bkcs,Help represent finally already.,3099.49,7,-14.24,,COD,,
278,5ce985ce-4a87-411d-9da9-da36ecad1177,2021-02-27,2021-06-22,Eco,23a3b43f-c971-4ea8-86c0-e6e195492ba6,Jennifer Phillips,Cons,US,Randyport,New Mexico,West,05bfd7f1-4f09-4e9e-8432-944027cb54f9,OffSup,Bndrs,Model significant attention reflect.,4819.05,5,-89.91,1.0,CC,,
279,0ccd8449-fee7-4312-ae77-059fc8a4c80f,2021-07-24,2022-04-08,Eco,ee75353e-0ffb-4d4e-aefa-fb489b6a25ce,Kristen Moody,HO,US,Mistyview,Oklahoma,North,6513261d-e48f-4527-a9b8-af3d275feba2,OffSup,Bkcs,Laugh notice understand participant.,1365.67,8,-25.68,1.0,COD,,
280,42e67ccd-66f9-4466-93ad-c416c7bca8d3,2021-10-31,2021-12-27,Eco,e74d141a-4a96-4079-9185-3e343636f2eb,Gary Keller,HO,US,Jenkinsberg,Hawaii,West,2640f0a3-9076-43ba-918d-bbce609b48fa,OffSup,Bndrs,Study leave line nice development.,2624.33,8,-86.17,1.0,COD,,
281,289a65a0-924c-40c5-bae5-b935a301f4a1,2021-07-24,2022-06-25,Std,0c44a4dc-d75e-48ec-b902-5a58fa693aa4,Stephanie Alexander,Cons,US,Nguyenbury,Kansas,East,b13a1ebd-abee-4813-87e2-76bfbfbea730,Tech,Acc,Buy provide however old.,552.44,7,-49.57,,CC,,
282,84ffe2a0-13bc-42b5-a8df-078d525ede26,2024-03-01,2024-07-07,Exp,80e7cb25-9793-4ce8-9b16-04baa0d34f73,Stephanie Ray,Cons,US,South Kim,Michigan,North,24b4fb02-410b-4b6f-96bb-cbb393676ae9,OffSup,Fstnrs,Election Republican share friend.,4949.32,4,83.6,1.0,PP,,
283,d2b5d8cf-d97d-487e-b36c-5794a6777e96,2023-10-14,2024-06-23,Std,c322dbec-1665-44d5-ab52-f86f0dccd7b5,James Hogan,Corp,US,East Jamesbury,Nebraska,East,6cb3ce73-c90b-4ef7-bd19-3e0a5838a9d9,Tech,Bkcs,Set field control and realize miss upon.,1277.5,1,-12.91,,COD,,
284,94ec81fa-a36b-4547-8cf1-ec913e9029ed,2021-04-28,2021-06-02,Std,4c271b42-f222-4f48-860a-f17d1a3b5f2a,Nicole Smith,HO,US,Port Kathrynview,Tennessee,North,bc62ea24-0903-4a90-b282-c7c6ff5fd5b7,Furn,Bkcs,Nearly pick staff show parent room.,583.35,5,72.82,,CC,,
285,00c8417a-b8e0-48bf-9ed1-a35e1624445a,2020-06-14,2021-05-06,Std,b1b84965-17fa-44ee-8801-bce6a60b2958,Regina Mcguire,Corp,US,North Jennifershire,Kentucky,South,2df605d8-9ca1-444f-b0d6-a63364b9e25f,Furn,Bkcs,Wrong environmental onto let behavior tree rise.,4611.42,5,68.0,,CC,,
286,0b0e857c-7cb8-41e7-b634-9868ed376b61,2022-04-26,2023-03-05,Std,323139a1-22ba-43d4-8251-c318f24fbd52,John Silva,Cons,US,Devonbury,Wyoming,West,7c5ac85e-4a63-467c-aa29-dab6a0ad05e9,Furn,Fstnrs,Arm decide budget fine shoulder.,3589.53,2,4.99,1.0,CC,,
287,4b63c85a-9e5b-4550-9d83-8b0543e15407,2020-03-26,2020-05-31,Exp,88822d70-a59c-423b-854f-d9b7075ceaee,Margaret Gilmore,Corp,US,South Jennyland,Indiana,East,8478e45c-30c7-4dd0-9339-a2538206e9bc,OffSup,Bndrs,Our possible wife somebody part make process.,132.95,3,72.71,,PP,,
288,86a4d5b0-9f9b-44f0-b271-ea037d7924a9,2022-10-23,2023-09-27,Exp,bb56121a-137f-4ed2-a481-fd9560d69080,Matthew Nguyen,Cons,US,Lucaston,New York,North,c2e51184-9a2c-4ac4-9c69-33b4037a9bda,Furn,Bkcs,Purpose create from visit father sea.,232.29,5,6.06,1.0,CC,,
289,60df6a98-a17f-4ee3-9f1c-38f02ed60df9,2020-07-05,2021-01-29,Eco,f22254a8-6aaf-42c3-8286-9cb0a325bd65,Benjamin Smith,Corp,US,Taratown,Indiana,West,915d2024-5f08-47f3-86c9-a0aedf02106d,OffSup,Fstnrs,Son line lose value certainly.,1078.23,7,-19.72,,COD,,
290,fb0eeae1-759e-4989-b58b-cd422faddcce,2019-09-07,2019-11-14,Exp,5bb43b37-034d-43de-9f9d-5ce6f4d959d8,Nicole Johnson DVM,HO,US,East Austin,Washington,North,200ab5ae-065e-45b7-8e2d-e12594d4163c,Furn,Bkcs,Prove foreign child set.,4157.14,2,35.94,,COD,,
291,f9705c5f-16e7-470c-b363-e107263e3eef,2023-11-03,2023-12-12,Exp,932bc691-6a01-4288-99a1-5922b51020bc,Deanna Clark,Cons,US,Lake Kimberly,Oregon,South,674d427b-8721-44fe-b21e-c8765a6c1f5c,Tech,Phns,Employee central hit poor.,1869.56,8,69.5,1.0,CC,,
292,5cdba71a-0a79-4ae0-9020-e6b40e8b53c1,2023-02-11,2023-06-10,Std,d7f89ca3-1c13-4859-85d1-4eb872349aa8,April Simmons,HO,US,East Nicoleside,Texas,East,50e61e5d-5187-462c-a679-bc6a2da19d40,Tech,Phns,Approach cup effect nature parent similar.,1886.63,5,81.47,1.0,PP,,
293,78704611-1586-477d-b94b-3aedbf612526,2022-10-07,2023-07-08,Eco,386b5d2e-ac6f-41e0-a1d5-0a476ac60a9c,Ricardo Gonzalez,Cons,US,Mirandaport,Vermont,West,58a2b229-c462-45a8-94f1-d051c9587b37,Furn,Acc,Cover near believe eye.,154.81,1,87.64,,PP,,
294,b105d6d3-a7ac-4a8d-ba53-9539ed1e93f0,2019-05-14,2019-12-09,Std,022728f5-786a-457b-99f2-473f0f18207d,Jack Delgado,Cons,US,Shellychester,New Jersey,East,ced54e69-38d5-4550-8e5e-3f5b34295f00,OffSup,Acc,Blue small show.,760.52,2,69.9,1.0,COD,,
295,f70cdd32-bc7e-4318-9855-93c5ec1aca4f,2023-11-15,2024-03-19,Std,25d59750-27b7-4148-a66e-e7977af4eda7,Ryan Rogers,HO,US,Buckberg,West Virginia,South,d011d00c-2618-493f-bcdf-9ff73001d0df,OffSup,Bkcs,Foot time memory ago. Real cover condition.,1095.14,3,88.8,,COD,,
296,039b4ffc-4110-4815-9827-d8044d6f6b8d,2020-03-09,2021-02-22,Exp,e00b5d2c-f918-41eb-bda0-4c92f19b2e14,Megan Taylor,Corp,US,Timothymouth,Connecticut,North,feeadbd9-167d-446c-9c6a-ab343b416018,Tech,Acc,Someone answer policy.,1847.01,8,57.66,1.0,CC,,
297,5823f5a8-55bc-4ee6-a912-eb193cf8d3e6,2023-01-15,2023-08-25,Exp,b649a236-e9ea-4963-935d-156d9615cbb0,Julie Gilmore,Corp,US,Colemanport,Maine,West,5293c77c-5293-48c7-acfb-0a95a6ca5fed,Tech,Acc,Smile social more edge food.,3094.39,2,-86.78,,CC,,
298,7378ec4a-0e7f-4162-94c8-dc07da8af892,2023-04-02,2023-06-11,Exp,e3656c97-90eb-45c9-b5d4-7aa7419d9ce6,Natalie Clark,Cons,US,South Ashleyberg,Hawaii,West,4b2f092f-97e5-4cff-b94b-d4c27eea4d3d,Furn,Phns,Partner laugh vote personal.,255.29,7,4.12,1.0,COD,,
